top_p_level,cosine_file_1,cosine_file_2,cosine_file_3,cosine_file_4,cosine_file_5,cosine_file_6,cosine_file_7
0.2,0.73059523,0.7369668,0.6975278,0.72630477,0.71527076,0.63985246,0.6204635
0.4,0.66102767,0.69740486,0.6399838,0.72766393,0.7014326,0.6161113,0.6052147
0.6000000000000001,0.5421927,0.6749355,0.63606715,0.64791214,0.6615445,0.611802,0.60945165
0.8,0.69167334,0.65507483,0.6912875,0.7297031,0.72730255,0.60704374,0.639361
1.0,0.6417266,0.73260236,0.74096924,0.71413696,0.6765232,0.6260107,0.6422613
