,temp_level,cosine
0,0.2,0.62515867
1,0.4,0.66594344
2,0.6000000000000001,0.6648288
3,0.8,0.6903252
4,1.0,0.7291591
5,1.2,0.70828664
6,1.4000000000000001,0.6574482
7,1.6,0.7093594
8,1.8,0.65583944
9,2.0,0.6911216
