,temp_level,cosine
0,0.2,0.65313476
1,0.4,0.60781014
2,0.6000000000000001,0.7276255
3,0.8,0.6270739
4,1.0,0.615597
5,1.2,0.68900394
6,1.4000000000000001,0.7191545
7,1.6,0.72029114
8,1.8,0.7180891
9,2.0,0.6886858
