,temp_level,cosine
0,0.2,0.6989052
1,0.4,0.61863446
2,0.6000000000000001,0.7307594
3,0.8,0.6153488
4,1.0,0.62273884
5,1.2,0.6768292
6,1.4000000000000001,0.70828485
7,1.6,0.70265865
8,1.8,0.68100166
9,2.0,0.6846952
