,temp_level,cosine
0,0.2,0.63670594
1,0.4,0.6720996
2,0.6000000000000001,0.6966497
3,0.8,0.7304252
4,1.0,0.6739497
5,1.2,0.7231038
6,1.4000000000000001,0.715498
7,1.6,0.70893776
8,1.8,0.64045274
9,2.0,0.70630157
