,temp_level,cosine
0,0.2,0.599644
1,0.4,0.6317109
2,0.6000000000000001,0.6376275
3,0.8,0.6428942
4,1.0,0.6611212
5,1.2,0.68381816
6,1.4000000000000001,0.7315601
7,1.6,0.72003937
8,1.8,0.7225862
9,2.0,0.6751766
